Country,Year,GDP_Growth,CO2_Emission_Metrics_per_capita,Electricity_access,Urban_population,Population_growth,Urban_population_growth_annual,Live_stock_production,Forest_area,Renewable_energy_use,Energy_use_kg_of_oil_per_capita,Population_total
Mauritius,2012,3.5,3.2,97.4,41.3,0.3,0,101.7,18.9,11.6,"1,067.80","12,55,882.00"
Mexico,2012,3.6,4.2,99.1,78.4,1.4,1.7,95,34.3,9,"1,634.70","11,72,74,155.00"
"Micronesia, Fed. Sts.",2012,-1.9,1.2,69.4,22.3,1,1.1,87.6,91.7,1.3,..,"1,04,506.00"
Moldova,2012,-0.6,1.7,100,42.6,0,-0.1,95.7,11.5,10.5,"1,194.50","28,59,458.00"
Monaco,2012,1,..,100,100,1.2,1.2,..,0,..,..,"36,460.00"
Mongolia,2012,12.3,12.4,83.4,68,1.9,2,71.5,9.1,2.8,"1,689.60","28,24,699.00"
Montenegro,2012,-2.7,3.6,100,64.8,0.1,0.6,91.3,61.5,45.9,"1,711.80","6,20,601.00"
Morocco,2012,3,1.8,93.8,59.1,1.4,2.3,94.3,12.7,11.4,561.5,"3,32,41,898.00"
Mozambique,2012,7.3,0.1,21.4,32.8,2.8,4.3,104.1,49,90.8,424.5,"2,48,62,648.00"
Myanmar,2012,7.3,0.2,55,29.3,0.8,1.5,77.8,47.3,77.9,304.5,"5,14,13,698.00"
Namibia,2012,5.1,1.5,46.5,43.7,1.8,4.2,105,8.8,28.6,749.9,"21,94,784.00"
Nauru,2012,11.4,3.9,99,100,2.2,2.2,98.5,0,0.1,..,"10,279.00"
Nepal,2012,4.8,0.2,74.9,17.5,-0.2,1.8,92.9,41.6,84.7,374.3,"2,69,89,862.00"
Netherlands,2012,-1,10.3,100,88.6,0.4,1.2,89,11,5,"4,646.30","1,67,54,962.00"
New Caledonia,2012,..,14.1,100,68,1.8,2.5,95,45.9,6.2,..,"2,59,000.00"
New Zealand,2012,2.2,7.7,100,86.2,0.5,0.6,90.8,37.4,30.5,"4,357.80","44,08,100.00"
Nicaragua,2012,6.5,0.8,80.5,57.3,1.3,1.7,95.4,33.9,52.1,549.4,"59,82,526.00"
Niger,2012,10.5,0.1,14.4,16.2,3.9,3.9,95,0.9,72.7,127.9,"1,77,95,191.00"
Nigeria,2012,4.2,0.7,53.3,45.2,2.7,4.6,91.1,25.2,86.4,798.6,"16,72,28,767.00"
North Macedonia,2012,-0.5,4.2,100,57.1,0.1,0.1,98.6,38.6,18.3,"1,427.60","20,74,278.00"
Northern Mariana Islands,2012,0.5,..,100,91.1,0.6,0.6,..,65.2,0,..,"54,311.00"
Norway,2012,2.7,8.9,100,79.9,1.3,1.8,97.7,33.2,58.3,"5,906.10","50,18,573.00"
Oman,2012,9,17.1,100,77.6,7.3,9.1,104.7,0,0,"6,767.60","34,98,029.00"
Pakistan,2012,3.5,0.9,70.6,35.4,2.1,2.7,90.2,5.2,46.5,462.7,"18,72,81,475.00"
Palau,2012,1.7,12.3,97.6,76.2,-0.6,0.3,..,88.5,0,..,"17,640.00"
Panama,2012,9.8,2.7,92,65.7,1.7,2.2,97.5,57.9,20.6,"1,072.20","37,70,624.00"
Papua New Guinea,2012,4.7,0.7,33.6,13,2.1,2,95.8,79.8,55.5,..,"76,31,002.00"
Paraguay,2012,-0.5,0.8,97.8,59.9,1.4,1.9,75,47.2,62.7,778.2,"64,21,512.00"
Peru,2012,6.1,1.9,91.1,76.8,0.8,1.1,91.3,57.6,28.3,693,"2,95,06,788.00"
Philippines,2012,6.9,0.9,87.4,45.7,1.7,2.1,92,23.2,30.2,444.9,"9,72,12,638.00"
Poland,2012,1.3,7.9,100,60.7,0,-0.2,95.5,30.6,10.9,"2,566.60","3,80,63,164.00"
Portugal,2012,-4.1,4.4,100,61.8,-0.4,0.6,98.6,35.8,25.5,"2,039.00","1,05,14,844.00"
Puerto Rico,2012,0,..,100,93.7,-1.2,-1.3,112.2,55.5,0.7,..,"36,34,488.00"
Qatar,2012,4.7,42.9,100,98.7,7.6,7.7,94,0,0,"17,344.40","21,96,074.00"
Romania,2012,2,4.1,100,54,-0.4,-0.4,98.7,29,21.6,"1,741.70","2,00,58,035.00"
Russian Federation,2012,4,12.6,100,73.8,0.2,0.2,93.8,49.8,3.4,"5,167.00","14,32,01,721.00"
Rwanda,2012,8.6,0.1,17.5,16.9,2.5,2.5,95.7,10.8,88.8,..,"1,05,49,678.00"
Samoa,2012,-4.1,1,97.3,19.6,0.9,-0.3,91.5,58.5,40.1,..,"1,89,088.00"
San Marino,2012,-7,..,100,96.2,1.4,1.6,..,16.7,..,..,"32,105.00"
Sao Tome and Principe,2012,3.1,0.6,57.9,67.2,2.1,3.7,87.6,59.2,41.2,..,"1,88,404.00"
Saudi Arabia,2012,5.4,19.4,100,82.5,3.1,3.4,84.5,0.5,0,"6,871.80","2,91,55,187.00"
Senegal,2012,5.1,0.6,56.5,44.6,2.8,3.7,95.7,43.6,50.4,300.3,"1,34,01,991.00"
Serbia,2012,-0.7,6.1,100,55.4,-0.5,-0.2,98.6,31,19.6,"2,020.40","71,99,077.00"
Seychelles,2012,1.3,4.8,98.6,54.1,1,1.7,99.5,73.3,0.6,..,"88,303.00"
Sierra Leone,2012,15.2,0.2,16.9,39.6,2.2,3.2,93.2,37.3,78.4,..,"67,12,581.00"
Singapore,2012,4.5,9.4,100,100,2.5,2.5,85,24.4,0.5,"4,898.30","53,12,437.00"
Sint Maarten (Dutch part),2012,1.4,20.1,100,100,3.5,3.5,..,10.9,0,..,"34,640.00"
Slovak Republic,2012,1.9,6.1,100,54.3,0.2,-0.1,117.7,39.9,10.5,"3,080.70","54,07,579.00"
Slovenia,2012,-2.6,7.1,100,53.1,0.2,0.6,101.4,61.9,19.7,"3,424.00","20,57,159.00"
Solomon Islands,2012,1.9,0.3,42.3,21,2.7,4.9,98.7,90.3,63.5,..,"5,56,064.00"
Somalia,2012,..,0,24.4,41.6,2.7,4.1,109.9,10.5,93.9,..,"1,27,15,510.00"
South Africa,2012,2.2,8.8,85.3,63.3,1.6,2.4,87.1,14.3,16.6,"2,636.60","5,28,34,005.00"
South Sudan,2012,-46.1,0.1,8.8,18.2,2.8,3.9,95.9,11.3,30.2,63.7,"1,01,13,647.00"
Spain,2012,-3,5.7,100,78.9,0.1,0.4,94.1,37.1,15.8,"2,683.40","4,67,73,055.00"
Sri Lanka,2012,9.1,0.8,87,18.2,0.1,0,91.4,33.7,60.7,551,"2,04,25,000.00"
St. Kitts and Nevis,2012,-2.2,4.4,100,31.1,0.9,0.5,102.2,42.3,1.3,..,"49,881.00"
St. Lucia,2012,-0.2,2.3,95.3,18.5,0.6,0.6,81.3,34,2.2,..,"1,76,646.00"
St. Martin (French part),2012,..,..,100,..,-1.2,..,..,24.8,..,..,"37,009.00"
St. Vincent and the Grenadines,2012,1.4,2.3,95.3,49.8,0.1,0.9,98.2,73.2,5.2,..,"1,08,435.00"
Sudan,2012,0.5,0.4,42.3,33.3,2.4,2.8,96.3,10.7,59.8,395.7,"3,61,93,783.00"
Suriname,2012,2.7,4.2,94.2,66.2,1.1,1,110.1,98,23,"1,440.40","5,41,247.00"
Sweden,2012,-0.6,4.9,100,85.6,0.7,1.1,95.3,68.8,49.9,"5,269.50","95,19,374.00"
Switzerland,2012,1,4.7,100,73.7,1.1,1.1,100.1,31.4,23,"3,202.80","79,96,861.00"
Syrian Arab Republic,2012,..,2.2,91.1,53.6,-3.1,-5,113.6,2.7,2.5,726.2,"2,04,42,541.00"
Tajikistan,2012,7.5,0.4,99.1,26.5,2.3,2.4,80.1,3,55.1,298,"78,74,835.00"
Tanzania,2012,4.5,0.2,15.3,29.5,3,5.4,93.5,55.5,86.4,492.7,"4,70,52,481.00"
Thailand,2012,7.2,4,99.1,45.4,0.5,2.1,94.8,39.3,23.3,"1,860.30","6,78,35,957.00"
Timor-Leste,2012,6,0.3,55.7,28.4,1.8,3,97.8,62.7,25.5,..,"11,32,994.00"
Togo,2012,6.5,0.4,39.1,38.5,2.7,4,87.8,22.7,72.7,461,"67,73,807.00"
Tonga,2012,0.8,1,92.8,23.4,-0.8,-0.8,98.9,12.4,1.1,..,"1,02,737.00"
Trinidad and Tobago,2012,1.3,33.8,100,53.7,0.6,0.3,113.5,45.1,0.3,"14,312.40","13,44,817.00"
Tunisia,2012,4,2.5,99.5,67.2,1,1.4,88.1,4.4,13.1,944.4,"1,08,47,002.00"
Turkey,2012,4.8,4.4,100,72,1.6,2.4,86.5,27.7,12.8,"1,583.60","7,46,53,016.00"
Turkmenistan,2012,11.1,12.3,100,49.2,1.8,2.5,100.8,8.8,0,"4,847.80","52,67,900.00"
Turks and Caicos Islands,2012,-1,5.4,93.1,91.1,2,2.5,..,11.1,0.6,..,"34,066.00"
Tuvalu,2012,-3.8,1,97.7,56.8,1,2.8,97,33.3,0,..,"10,739.00"
Uganda,2012,3.8,0.1,18.6,20.4,3.2,5.8,93.3,13.3,91.3,..,"3,45,59,168.00"
Ukraine,2012,0.2,6.5,99.9,68.8,-0.2,-0.1,101.3,16.6,2.9,"2,687.10","4,55,93,342.00"
United Arab Emirates,2012,4.5,24,100,84.7,2.2,2.5,84.4,4.5,0.1,"7,481.20","91,41,596.00"
United Kingdom,2012,1.5,7.4,100,81.8,0.7,1,93.9,12.8,4.8,"3,042.90","6,37,00,215.00"
United States,2012,2.2,16.2,100,81.1,0.7,0.9,98.5,33.8,8.5,"6,873.00","31,38,30,990.00"
Uruguay,2012,3.5,2.6,100,94.7,0.3,0.4,99,10.3,46.9,"1,372.40","33,78,974.00"
Uzbekistan,2012,7.4,3.9,99.9,51.1,1.5,1.3,81.9,8.1,2.4,"1,626.00","2,97,74,500.00"
Vanuatu,2012,1.8,0.5,43.7,24.7,2.8,3.2,102.7,36.3,40.3,..,"2,49,499.00"
"Venezuela, RB",2012,5.6,6.5,99.3,88.1,1.6,1.6,111.4,53.5,12.2,"2,488.30","2,93,62,449.00"
Vietnam,2012,5.2,1.6,99,31.8,1,3.2,90.5,44,38.1,667.3,"8,98,02,487.00"
Virgin Islands (U.S.),2012,-15,..,100,94.9,-0.1,0.1,102.4,53.5,1,..,"1,08,191.00"
West Bank and Gaza,2012,6.1,0.6,100,74.6,2.5,2.8,84.4,1.5,12.2,..,"39,79,998.00"
"Yemen, Rep.",2012,2.4,0.8,73,33,2.8,4.6,85.2,1,1.3,244.4,"2,44,73,178.00"
Zambia,2012,7.6,0.3,27.2,40.4,3.1,4.4,97.7,62.3,88.6,630.3,"1,44,65,121.00"
Zimbabwe,2012,16.7,0.6,44,32.8,1.7,1.1,106.5,46,78,824.2,"1,31,15,131.00"
Arab World,2012,6.7,5,87.5,57.1,2.3,2.8,1,3,4.2,"1,850.50","37,14,43,547.00"
Caribbean small states,2012,1.3,8.9,94.4,50.5,0.7,0.8,0.2,90.4,9.4,"4,821.40","70,72,661.00"
Central Europe and the Baltics,2012,0.7,6.5,100,62.1,-0.2,-0.2,0.1,34,15.7,"2,566.10","10,39,35,318.00"
Early-demographic dividend,2012,4.2,2.3,81.4,42.8,1.5,2.4,0.3,23.4,25.9,888,"2,99,43,64,055.00"
East Asia & Pacific,2012,4.7,6.3,96.4,53.8,0.7,2.4,0.2,26.9,13.4,"2,020.80","2,23,68,19,053.00"
East Asia & Pacific (excluding high income),2012,7.5,5.7,96,49.7,0.7,2.8,0.2,30.2,15.8,"1,755.60","1,99,43,91,099.00"
East Asia & Pacific (IDA & IBRD countries),2012,7.5,5.8,96.8,49.5,0.7,2.9,0.2,30,15.8,"1,770.60","1,96,95,62,739.00"
Euro area,2012,-0.9,7,100,75.7,0.2,0.5,0.1,38.2,14.3,"3,445.60","33,61,59,194.00"
Europe & Central Asia,2012,0.3,7.5,100,71.1,0.4,0.7,0.2,38.4,11.6,"3,273.80","89,37,88,642.00"
Europe & Central Asia (excluding high income),2012,4,8.2,99.9,66.6,0.6,0.9,0.2,39.4,5.3,"3,234.50","38,25,09,766.00"
Europe & Central Asia (IDA & IBRD countries),2012,3.4,7.9,100,65.4,0.5,0.7,0.2,39.2,6.4,"3,098.40","44,48,98,523.00"
European Union,2012,-0.8,6.9,100,73.4,0.1,0.4,0.1,39.4,15.8,"3,288.20","44,13,95,932.00"
Fragile and conflict affected situations,2012,8,1,49.2,42,2.5,3.5,0.8,25.7,58.1,719.2,"68,03,26,998.00"
Heavily indebted poor countries (HIPC),2012,5.8,0.2,32.9,33.3,2.8,4.2,0.2,28.5,78,436.2,"66,01,93,774.00"
High income,2012,1.3,11,100,79.8,0.6,0.8,0.1,29.2,10.5,"4,725.40","1,19,15,04,221.00"
IBRD only,2012,5.1,4.5,92.8,51.3,1,2.2,0.2,34.1,17.2,"1,537.20","4,51,54,90,894.00"
IDA & IBRD total,2012,5,3.5,82.3,47.2,1.3,2.5,0.2,32.2,22.7,"1,318.30","5,94,39,60,591.00"
IDA blend,2012,4.6,0.9,61.4,39.5,2.4,3.6,0.2,30.4,62.6,660.8,"47,83,36,539.00"
IDA only,2012,4.9,0.3,42.6,31.5,2.2,3.6,0.2,26.1,70.5,376,"95,01,33,158.00"
IDA total,2012,4.7,0.5,48.9,34.2,2.3,3.6,0.2,26.9,66.6,487.9,"1,42,84,69,697.00"
Late-demographic dividend,2012,5.4,6.7,98.8,57.1,0.6,2.2,0.2,39.4,14,"2,199.10","2,20,69,31,627.00"
Latin America & Caribbean,2012,2.8,3,96.6,79.1,1.1,1.5,0.2,47.6,27.4,"1,387.10","60,30,96,250.00"
Latin America & Caribbean (excluding high income),2012,2.7,2.9,96.5,78.8,1.1,1.5,0.2,48.9,27.5,"1,332.70","57,22,23,264.00"
Latin America & the Caribbean (IDA & IBRD countries),2012,2.8,3,96.6,79.1,1.1,1.5,0.2,47.7,27.7,"1,390.20","58,70,01,215.00"
Least developed countries: UN classification,2012,4.9,0.3,38.5,30.5,2.4,4.1,0.2,27.8,74.7,357.4,"87,68,69,863.00"
Low & middle income,2012,5.2,3.5,81.8,47,1.3,2.5,0.2,32.4,22.8,"1,298.60","5,89,42,58,056.00"
Low income,2012,2.7,0.3,32.3,30.9,2.6,3.4,0.2,21.3,72.4,..,"55,93,35,524.00"
Lower middle income,2012,5.1,1.4,74.9,36.5,1.5,2.7,0.3,26.7,41.4,627.4,"2,62,84,65,458.00"
Middle East & North Africa,2012,3.9,6.3,96.6,63.3,2,2.6,0.9,2,1.6,"2,201.40","40,19,74,219.00"
Middle East & North Africa (excluding high income),2012,2.8,4,96,59.6,1.8,2.3,1.1,2.5,2.6,"1,378.30","34,50,04,009.00"
Middle East & North Africa (IDA & IBRD countries),2012,2.8,4,96,59.5,1.8,2.3,0.2,2.5,2.6,"1,378.30","34,10,24,011.00"
Middle income,2012,5.2,3.8,87,48.7,1.2,2.4,0.2,34.5,21.1,"1,356.70","5,33,49,22,532.00"
North America,2012,2.2,16.1,100,81.1,0.8,1,0.2,36.2,10.1,"6,958.70","34,86,10,010.00"
Not classified,2012,..,..,..,..,..,..,..,..,..,..,..
OECD members,2012,1.3,9.5,99.8,79.4,0.6,0.9,0.1,32.6,11.3,"4,093.80","1,30,20,75,111.00"
Other small states,2012,3.6,7.2,68.9,58.9,2.2,3.3,0.2,29.6,26.4,..,"2,72,27,319.00"
Pacific island small states,2012,0.8,1,73.1,37.3,1.2,1.8,0.1,67.7,32.2,..,"22,68,708.00"
Post-demographic dividend,2012,1.1,10.6,100,80.2,0.4,0.6,0.1,32,10.8,"4,646.10","1,08,23,27,434.00"
Pre-demographic dividend,2012,5.8,0.6,37.2,38,3,4.4,0.2,27.3,74,586.6,"77,55,73,001.00"
Small states,2012,3.2,7.1,74.1,56,1.8,2.8,0.2,40.4,23.5,..,"3,65,68,688.00"
South Asia,2012,5.5,1.4,77.2,31.6,1.3,2.6,0.2,18.4,40.4,544.7,"1,68,37,47,130.00"
South Asia (IDA & IBRD),2012,5.5,1.4,77.2,31.6,1.3,2.6,0.2,18.4,40.4,544.7,"1,68,37,47,130.00"
Sub-Saharan Africa,2012,4.1,0.9,37.5,37,2.8,4.2,0.2,27.6,70.3,687.1,"91,77,26,973.00"
Sub-Saharan Africa (excluding high income),2012,4.1,0.9,37.4,37,2.8,4.2,0.2,27.6,70.4,686.5,"91,63,82,788.00"
Sub-Saharan Africa (IDA & IBRD countries),2012,4.1,0.9,37.5,37,2.8,4.2,0.2,27.6,70.3,687.1,"91,77,26,973.00"
Upper middle income,2012,5.2,6.2,98.8,60.6,0.8,2.3,0.2,37.4,14.1,"2,058.10","2,70,64,57,074.00"
World,2012,2.5,4.8,84.8,52.6,1.2,2.1,0.2,30.8,17.5,"1,892.70","7,08,57,62,277.00"
Afghanistan,2013,5.6,0.3,68.9,24.4,3.5,4.4,95.9,1.9,16.3,..,"3,22,69,589.00"
Albania,2013,1,1.7,100,55.4,-0.2,1.7,98.5,28.7,41.3,801.3,"28,95,092.00"
Algeria,2013,2.8,3.5,99.5,69.6,2,3,94.1,0.8,0.1,"1,247.50","3,81,40,132.00"
American Samoa,2013,-2.8,..,..,87.3,0.1,0,98.1,86.7,0.7,..,"55,713.00"
Andorra,2013,-3.5,5.9,100,88.5,-2,-2.1,..,34,19.6,..,"80,774.00"
Angola,2013,5,1.3,36.9,62,3.6,4.7,99.1,56.5,50.7,533.8,"2,60,15,780.00"
Antigua and Barbuda,2013,-0.6,5.7,100,25.4,1.2,0.5,98.9,19.5,0,..,"91,516.00"
Argentina,2013,2.4,4.6,99.5,91.2,1.1,1.3,100.1,10.8,10.2,"1,967.00","4,22,02,935.00"
Armenia,2013,3.3,1.9,99.9,63.2,0.5,0.3,87.8,11.6,6.8,"1,001.00","28,97,584.00"
Aruba,2013,4.2,8.4,100,43,0.6,0.7,..,2.3,6.9,..,"1,03,159.00"
Australia,2013,2.6,16.1,100,85.5,1.7,1.8,94.9,17.1,9.1,"5,468.40","2,31,28,129.00"
Austria,2013,0,7.4,100,57.3,0.6,0.9,98,46.9,34.7,"3,919.00","84,79,823.00"
Azerbaijan,2013,5.8,3.8,100,54.1,1.3,1.8,95,12.8,2.5,"1,474.00","94,16,801.00"
"Bahamas, The",2013,-2.7,7.8,100,82.6,1,1.1,93.6,50.9,0.8,..,"3,67,168.00"
Bahrain,2013,5.4,23.9,100,88.8,1.2,1.2,103.7,0.7,0,"10,419.80","13,15,029.00"
Bangladesh,2013,6,0.5,61.5,32.8,1.2,3.5,92.7,14.5,38.8,222.1,"15,27,64,676.00"
Barbados,2013,-1.4,5.1,100,31.4,0.2,-0.2,91.5,14.7,3.4,..,"2,84,296.00"
Belarus,2013,1,6.7,100,76.2,0,0.7,98.8,42.5,7,"2,881.50","94,65,997.00"
Belgium,2013,0.5,8.7,100,97.8,0.5,0.5,94.4,22.8,8.1,"4,997.50","1,11,59,407.00"
Belize,2013,1.3,1.5,93.2,45.3,2.3,2.3,92.3,59.5,34.7,..,"3,45,715.00"
Benin,2013,7.2,0.5,35.6,44.6,2.8,4,96.3,30.9,52.7,406.2,"1,00,04,588.00"
Bermuda,2013,-0.3,7.8,100,100,0.3,0.3,97.3,18.5,1.9,..,"65,001.00"
Bhutan,2013,2.1,1.3,87.3,37.1,1.2,3.3,103.6,71.1,87,..,"7,10,238.00"
Bolivia,2013,6.8,1.8,89.5,67.7,1.6,2.1,88.2,48.4,18.6,740.2,"1,05,42,376.00"
Bosnia and Herzegovina,2013,2.3,6.2,99.5,46.5,-1.7,-1.1,103,41.7,19.5,"1,821.80","35,42,605.00"
Botswana,2013,11.3,2.7,53.7,65.6,1.1,2.4,120.1,28.4,29.2,"1,203.30","20,62,536.00"
Brazil,2013,3,2.5,99.6,85.2,0.9,1.2,97.9,60.7,42.4,"1,461.10","20,10,35,903.00"
British Virgin Islands,2013,..,7,99.2,45.9,0.7,1.5,95,24.2,1.2,..,"28,847.00"
Brunei Darussalam,2013,-2.1,19.3,100,76,1.4,1.8,108.9,72.1,0,"7,522.30","4,04,421.00"
Bulgaria,2013,0.3,5.5,100,73.3,-0.6,-0.1,104.7,35,18.2,"2,329.10","72,65,115.00"
Burkina Faso,2013,5.8,0.2,15.6,26.3,3,5.2,109.4,24,75.4,..,"1,70,72,775.00"
Burundi,2013,4.9,0,6.9,11.5,3.1,5.7,81.9,9.6,94.1,..,"95,40,289.00"
Cabo Verde,2013,0.8,1,82.8,63.3,1.3,2.1,97.2,10.8,26.1,..,"5,11,748.00"
Cambodia,2013,7.4,0.4,54.8,21.4,1.6,3.4,99.9,54.1,69,396.9,"1,50,26,332.00"
Cameroon,2013,5.4,0.2,56.2,53.4,2.7,3.9,100.3,43.9,77.6,329.6,"2,20,77,298.00"
Canada,2013,2.3,14.8,100,81.2,1.1,1.1,98.2,38.7,22.4,"7,743.70","3,50,82,954.00"
Cayman Islands,2013,1.3,8.9,100,100,1.6,1.6,100.8,53,0,..,"59,932.00"
Central African Republic,2013,-36.4,0.1,18.6,39.7,0.3,1,96.9,36.1,77.1,..,"44,47,942.00"
Chad,2013,5.7,0.1,8,22.2,3.4,3.8,86.2,4.1,89.5,..,"1,32,20,424.00"
Channel Islands,2013,..,..,..,31,0.6,0.5,..,5.2,..,..,"1,63,038.00"
Chile,2013,4,4.7,99.6,87.2,1,1,99.1,23.2,30.2,"2,202.10","1,75,71,507.00"
China,2013,7.8,7.6,100,53,0.5,2.9,98.5,21.9,11.8,"2,213.80","1,35,73,80,000.00"
Colombia,2013,5.1,2,97.8,79.1,0.9,1.4,96.7,54.4,24.5,723.8,"4,64,95,492.00"
Comoros,2013,4.5,0.2,69.5,28.2,2.4,2.8,104.3,19.3,44.1,..,"7,41,505.00"
"Congo, Dem. Rep.",2013,8.5,0.1,14.8,41.6,3.3,4.6,98.1,59,94,385.2,"7,13,58,807.00"
"Congo, Rep.",2013,-0.7,0.7,49.1,64.6,2.5,3.2,91.6,64.5,62.7,567.9,"46,22,761.00"
Costa Rica,2013,2.3,1.6,99.6,75,1.1,2.5,98.3,57.2,38.1,"1,021.30","47,42,107.00"
Cote d'Ivoire,2013,8.9,0.5,61.2,48.6,2.5,3.3,101.3,11.4,72.6,612.5,"2,20,87,505.00"
Croatia,2013,-0.4,4.1,100,55.7,-0.3,0.1,82.5,34.3,32.8,"1,983.90","42,55,689.00"
Cuba,2013,2.7,2.5,98.7,76.8,0.2,0.3,96,29.6,16.9,"1,022.20","1,12,82,720.00"
Curacao,2013,-0.8,33.9,100,89.5,1.1,1,..,0.2,0.4,"11,727.50","1,53,822.00"
Cyprus,2013,-6.6,5.2,100,67.1,0.8,0.6,99.6,18.7,9.5,"1,687.80","11,43,866.00"
Czech Republic,2013,0,9.7,100,73.3,0,0.2,92.4,34.5,13.9,"3,990.00","1,05,14,272.00"
Denmark,2013,0.9,6.6,100,87.3,0.4,0.6,99.1,15.2,27.3,"3,125.30","56,14,932.00"
Djibouti,2013,..,0.6,56.1,77.2,1.7,1.8,126,0.2,34,..,"8,83,293.00"
Dominica,2013,-1,2.4,98.2,69,0.1,0.5,99.3,63.8,9.9,..,"71,016.00"
Dominican Republic,2013,4.9,2.1,98.4,76.7,1.2,2.4,95.1,43.3,17.5,759.7,"1,00,48,224.00"
Ecuador,2013,4.9,2.6,98,63.1,1.5,1.7,111.9,52,12.7,844,"1,57,07,474.00"
"Egypt, Arab Rep.",2013,2.2,2.4,99.7,42.9,2.3,2.1,101.6,0.1,5.7,848.6,"8,84,04,640.00"
El Salvador,2013,2.2,1,95,68,0.5,1.7,92.5,29.7,28.2,636.6,"62,66,070.00"
Equatorial Guinea,2013,-4.1,7.2,65.8,69.5,4.3,5.1,85.4,89.4,6,..,"10,76,413.00"
Eritrea,2013,..,0.2,43.2,..,..,..,97.7,10.7,80.2,243.1,..
Estonia,2013,1.3,14.7,100,68.1,-0.4,-0.1,99.8,54.9,24.5,"4,623.30","13,17,997.00"
Eswatini,2013,3.9,1.4,58.7,23,0.7,1.4,103.9,28.4,66.7,..,"10,86,839.00"
Ethiopia,2013,10.6,0.1,36,18.6,2.8,5.1,95.3,15.6,93,492.1,"9,53,85,785.00"
Faroe Islands,2013,..,14.2,100,41.4,0.1,0.4,99.8,0.1,4.3,..,"47,892.00"
Fiji,2013,4.7,1.5,91.8,53.7,0.1,1,108.1,59.8,36.4,..,"8,65,608.00"
Finland,2013,-0.9,8.7,100,85.1,0.5,0.8,96.8,73.5,38.5,"6,116.20","54,38,972.00"
France,2013,0.6,5.1,100,79.1,0.5,0.8,96.7,30.4,13.5,"3,833.50","6,59,98,687.00"
French Polynesia,2013,..,2.8,100,61.6,0.5,0.7,88.1,40.8,8.8,..,"2,70,328.00"
Gabon,2013,5.6,2.9,86.4,87.2,3.8,4.4,97.6,91.6,82.2,"2,913.90","18,17,071.00"
"Gambia, The",2013,2.9,0.2,51.5,57.8,3,4.3,92.3,27.9,56.6,..,"19,63,711.00"
Georgia,2013,3.6,2.2,99.9,56.7,-0.3,0.4,93.3,40.6,35,"1,048.30","37,17,668.00"
Germany,2013,0.4,9.4,100,77.2,0.3,0.3,97.7,32.7,12.1,"3,939.50","8,06,45,605.00"
Ghana,2013,7.3,0.6,70.7,52.7,2.3,3.6,94,34.7,44,336.5,"2,66,07,642.00"
Gibraltar,2013,..,14.6,100,100,0.1,0.1,..,0,0,"5,456.50","33,692.00"
Greece,2013,-3.2,6.3,100,77.4,-0.7,-0.3,114,30.3,16.3,"2,128.00","1,09,65,211.00"
Greenland,2013,-1.3,9.8,100,85.6,-0.6,-0.2,90.6,0,13.3,..,"56,483.00"
Grenada,2013,2.4,2.8,91,35.9,0.7,0.7,95.5,52.1,10.9,..,"1,08,170.00"
Guam,2013,1.8,..,100,94.4,0.3,0.3,100.8,45.6,0,..,"1,60,407.00"
Guatemala,2013,3.7,0.9,87.8,49.3,1.8,2.4,86.1,34,65,800.7,"1,50,43,981.00"
Guinea,2013,3.9,0.2,31.2,34.5,2.2,3.1,93.2,26.3,78.5,..,"1,08,92,810.00"
Guinea-Bissau,2013,3.3,0.2,16.1,41.3,2.7,3.6,99,72.5,87.4,..,"16,48,257.00"
Guyana,2013,3.7,2.5,86,26.4,0.5,0.5,92.9,93.9,26.3,..,"7,59,285.00"
Haiti,2013,3.1,0.2,39.4,50.5,1.5,3.4,99.4,13.4,82.3,394,"1,04,00,673.00"
Honduras,2013,2.8,1.1,87.2,53.9,1.8,3,95.7,58.2,49.8,591,"87,98,521.00"
"Hong Kong SAR, China",2013,3.1,6.2,100,100,0.4,0.4,101.1,..,0.9,"1,943.80","71,78,900.00"
Hungary,2013,1.9,4.3,100,70,-0.3,0.1,87.5,22.7,17.2,"2,271.90","98,93,082.00"
Iceland,2013,4.1,5.9,100,93.6,0.9,1,93.4,0.5,76.2,"18,178.10","3,23,764.00"
India,2013,6.4,1.6,80.8,32,1.2,2.3,90.6,23.6,37.8,605.8,"1,28,08,46,129.00"
Indonesia,2013,5.6,1.6,96.5,52,1.3,2.7,94,53.5,38.1,863.8,"25,18,06,402.00"
"Iran, Islamic Rep.",2013,-0.2,8.1,99.8,72.3,1.2,2,102.1,6.6,1,"2,889.10","7,64,81,943.00"
Iraq,2013,7.6,5,98.8,69.6,3.9,4.1,107.5,1.9,1.4,"1,488.60","3,31,57,050.00"
Ireland,2013,1.4,7.5,100,62.1,0.5,0.8,89.2,10.8,7.4,"2,815.00","46,23,816.00"
Isle of Man,2013,4.1,..,100,52.1,-0.7,-0.6,..,6.1,3.7,..,"83,976.00"
Israel,2013,4.1,8.2,100,92,1.9,1.9,91.1,7.4,3.3,"2,870.10","80,59,500.00"
Italy,2013,-1.8,5.7,100,69,1.2,1.6,103.9,31.2,16.3,"2,579.50","6,02,33,948.00"
Jamaica,2013,0.5,2.8,93.9,54.4,0.6,1,93.8,52.6,15.8,"1,006.70","28,58,709.00"
